b0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,2,0,-1,0,0,1,0,-1,0,7,-1,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,2,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,0,0,2,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,-2,1,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,-1,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,1
b1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,-1,0,0,1,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,0,-2,0,0,-1,1,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
b2,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,1,1,0,0,18,0,2,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,-1
b3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-2,1,0,0,0,0,0,-2,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,0,0,1,0,0,-1,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,1,0,0,0,-1,0,-1,0,0,0,0,0,0,1
b4,0,-1,0,0,0,0,-2,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-1,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,2,-1,0,0,0,0,1,2,1,1,-1,0,0,0,1,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,2,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0
b5,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,-2,1,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,-4,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,-2,1,-2,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-3,0,0,-1,0,0,0,0,0,0,0,-2,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,2,0,2,0,0,0,0,-2,0,-1,3,-2,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-2,0,-1,-1,1,0,-1,0,0,0,-1,0,1,0,0,0,-1,1,-1,0,-2,0,0,0,0,1,3,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0
b6,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,2,1,1,0,-1,-1,-1,1,0,1,1,3,0,0,0,0,1,0,0,0,0,-1,0,0,-3,-1,1,-2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,-1,-2,-1,0,0,1,-1,1,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,1,-1,1,0,0,0,-2,0,1,0,-1,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,1,2,-2,-1,0,4,2,0,0,-1,0,0,0,2,-1,0,0,0,1,0,1,-1,1,2,0,0,0,0,0,0,-1,1,0,-2,4,0,-1,0,-1,0,0,1,-2,0,1,0,0,0,-1,0,-9,-2,2,-1,0,0,0,-1,2,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,-1,-1,2,0,0,0,-2,0,0,1,0,-2,0,0,-1,-1,0,0,0,0,0,0,-1,0,1,0,0,-1,0,1,-2,-1,1,-2,0,1,0,1,0,4,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,-1,1,-1,-6,-3,1,1,-2,1,1,3,1,0,-2,-2,0,-2,0,-8,3,-1,0,-1,0,0,1,1,0,-1,0,0,0,1,0,-1,2,-2,1,0,1,1,3,-1,0,-5,1,-5,0,-4,-1,2,-1,3,1,-1,0,0,0,1,5,-2,-1,2,0,-1,0,1,-1,0,0,0,0,-1,-1,0,0,4,0,-2,0,0,-1
b7,1,-1,0,0,-1,-1,0,-1,0,0,0,0,1,-1,-3,1,1,1,-1,0,0,0,1,1,4,1,-1,3,0,0,0,0,-1,3,0,2,0,2,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,1,-1,-1,0,-1,0,0,0,0,-1,-2,0,-1,0,-1,0,0,2,0,-1,-1,0,-1,-2,7,1,1,0,0,0,2,-5,1,-1,0,0,-1,-2,-1,0,-1,0,0,-1,0,1,1,-5,0,0,0,0,0,0,1,0,0,-1,0,2,0,-1,0,-1,0,-1,2,0,-1,0,0,0,0,-1,0,0,0,1,-1,-1,4,1,1,-1,-1,0,-2,-3,1,-1,0,1,0,0,-1,1,-1,-3,0,-1,3,0,2,-3,-2,-2,-1,0,0,0,5,1,-1,0,0,2,0,-3,0,0,0,0,1,2,-2,1,-1,0,-1,-1,0,0,-1,-1,0,0,1,-1,0,-3,0,0,0,0,-1,0,2,1,-1,0,0,-2,-3,-1,-1,0,0,-1,-1,2,0,1,0,1,-3,-1,0,-1,0,0,-2,0,0,6,0,3,-1,0,-1,-1,1,-1,0,-1,0,0,-1,-3,0,-2,0,2,0,-1,-8,1,0,-2,0,1,-2,2,0,0,-3,-5,1,-2,4,-4,2,-3,0,1,9,-2,0,0,0,-1,2,0,-3,0,1,-1,1,0,2,-1,1,-4,1,-1,-2,-10,2,-10,1,-2,3,2,0,-2,0,-10,1,-1,0,4,2,2,0,-1,-3,0,-1,0,1,0,1,1,0,0,0,-1,-1,3,0,0,1,0,-3
b8,0,2,0,-1,1,0,-1,-1,4,3,1,-1,0,-1,0,-8,0,-1,-2,0,-1,2,-1,2,1,-3,4,7,-1,-1,0,-1,1,3,4,3,0,2,-5,-1,-1,0,0,0,-1,-1,-2,-1,3,1,2,3,-1,0,-5,1,0,0,4,-1,-2,-1,5,1,-5,0,0,0,1,0,-1,1,0,0,2,0,-1,-1,-1,-1,-4,-4,8,0,-2,-1,-1,0,1,-3,-3,2,-3,0,-1,-1,-1,0,-1,1,-5,-1,1,1,-1,-4,1,0,0,0,0,2,-2,0,0,2,-3,0,3,0,0,1,4,3,3,0,-2,4,-2,2,-1,-2,0,0,2,-2,0,-1,5,-1,0,-1,0,0,-5,4,0,-3,0,-3,1,0,0,2,-3,0,0,-1,1,0,2,-1,-4,4,-3,1,1,1,1,2,-1,3,0,0,-6,-2,-1,-3,0,0,-1,0,-2,-1,-2,3,-1,-1,0,-2,0,0,-2,0,0,2,1,-2,0,0,0,-1,-5,0,1,3,-2,1,-1,-3,-2,2,3,0,0,-4,-6,3,0,6,-1,7,-1,-1,1,-3,1,2,1,-2,1,3,0,3,3,-1,1,2,7,-3,0,-4,-1,1,0,-2,-1,0,-1,-3,1,0,-4,-1,1,-4,1,0,-2,0,4,-3,-5,-5,-3,2,7,-6,4,-2,-1,2,-1,0,1,1,-5,0,-2,-2,1,-2,-2,0,0,-3,0,0,0,-1,5,-14,2,-8,3,-11,0,-3,3,-1,3,0,0,-12,0,-3,0,4,-1,-4,0,1,5,-1,5,-1,0,-1,-4,1,1,1,-1,-2,2,2,0,0,-3,0,1
b9,4,0,-2,0,4,0,-1,2,3,0,0,1,4,-1,-4,1,1,6,0,0,-3,-1,3,5,-4,0,0,-4,0,1,0,0,-1,0,0,5,0,4,-10,-1,-1,1,0,0,0,-1,-1,-1,1,2,-1,3,-3,0,-1,4,0,-1,0,1,-2,-1,2,-1,-4,0,2,0,-2,0,0,2,1,0,3,4,0,-2,4,-1,-1,0,-2,0,-1,-1,-1,0,2,0,0,4,5,11,1,-3,0,0,-1,-2,-2,-1,1,2,-1,0,-1,-1,0,0,0,2,-1,1,0,-2,5,4,3,-3,-2,-1,12,-1,6,-1,-1,0,-3,4,0,-6,-5,0,2,-2,0,0,2,-1,-2,3,-2,1,-2,5,2,-2,0,-1,1,0,1,1,-2,-1,-1,-1,0,1,5,0,-1,-1,-1,-1,-1,2,0,-3,-1,-1,-1,1,0,-2,-1,0,0,-1,1,-2,1,3,-3,-1,1,0,-1,-1,0,-3,0,0,0,6,-1,-1,0,0,0,0,-1,1,1,2,-3,0,0,0,0,-1,6,0,-1,-2,0,2,0,-3,0,6,0,1,1,-1,-2,-2,1,0,0,5,1,3,3,0,-1,1,0,1,0,-1,0,-1,0,0,-1,0,1,3,1,0,-8,-1,-1,1,-2,-2,0,4,3,2,-1,-3,-1,-9,11,-2,7,2,0,0,2,0,-2,1,-4,3,2,0,-1,-3,1,-3,0,0,-2,0,-3,-2,4,-5,-4,-1,2,-11,-1,-3,1,0,2,-2,-1,-5,0,-1,0,3,3,0,3,-1,2,-2,3,0,0,1,2,5,0,0,0,-3,4,2,3,0,1,0,0
